-45,-16,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-36,-13,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-33,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-33,-15,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-35,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-37,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-39,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-41,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-43,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-42,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-40,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-38,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-44,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-45,-14,Cirq9+9hBOXE6mjomZRN7fTqywI=,siEWw4WHQIF+JITwH1HNnK75u54=
-36,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-37,-13,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-47,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-48,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-46,-14,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-34,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-36,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-35,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-39,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-41,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-37,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-40,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-46,-16,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-38,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-43,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-44,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-45,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-42,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-34,-15,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-46,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-47,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-33,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-48,-1,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-34,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-38,-13,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-35,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-38,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-36,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-40,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-37,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-42,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
-43,-2,TJMbqQbtqTm+fSeyk3JpGS/LcTE=,siEWw4WHQIF+JITwH1HNnK75u54=
